,,,,命中率,,,,,,,,,,,,直接攻擊,間接攻擊,廣範圍, 攻擊時使用,防禦時使用,ECM影響,移動攻擊,飛彈編號,射擊間隔
120mm滑膛砲,戰車L44c,1,4,0,0,0,67,57,26,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
120mm滑膛砲,戰車T84,1,4,0,0,0,71,59,26,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

120mm砲,戰車L30,1,4,0,0,0,69,59,27,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
120mm砲,戰車砲iA,1,4,0,0,0,68,58,26,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
120mm砲,戰車砲iB,1,4,0,0,0,67,58,26,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
120mm砲,戰車L11A,1,4,0,0,0,67,57,26,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
120mm砲,戰車L11B,1,4,0,0,0,65,54,26,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

105mm砲,戰車L62,1,3,0,0,0,70,57,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車L7A,1,3,0,0,0,69,58,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車L7B,1,3,0,0,0,68,56,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車L7C,1,3,0,0,0,67,56,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車L7D,1,3,0,0,0,66,55,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車L7E,1,3,0,0,0,64,54,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,低反動砲,1,3,0,0,0,67,52,23,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車F-1,1,3,0,0,0,68,57,24,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車F-2,1,3,0,0,0,66,55,24,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車F-3,1,3,0,0,0,65,55,24,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,戰車CN57,1,3,0,0,0,62,55,22,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
105mm砲,低壓砲,1,3,0,0,0,60,55,21,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

90mm砲,戰車砲,1,2,0,0,0,64,54,20,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
90mm砲,戰車砲B,1,2,0,0,0,61,54,18,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
90mm砲,GIAT,1,2,0,0,0,56,53,15,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
90mm砲,戰車CN90,1,2,0,0,0,57,52,15,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
90mm砲,低壓砲,1,2,0,0,0,53,52,0,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
90mm砲,低壓砲B,1,2,0,0,0,48,51,0,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

125mm滑膛砲,戰車A,1,4,0,0,0,66,59,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
125mm滑膛砲,戰車B,1,4,0,0,0,64,57,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
125mm滑膛砲,戰車C,1,4,0,0,0,61,55,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
125mm滑膛砲,戰車D,1,4,0,0,0,59,54,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
125mm滑膛砲,戰車E,1,4,0,0,0,58,52,25,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

152mm砲,戰車砲,2,4,0,0,0,55,70,15,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
122mm砲,戰車砲,1,4,0,0,0,50,65,22,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
115mm滑膛砲,戰車砲,1,3,0,0,0,60,51,23,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
115mm滑膛砲,戰車B,1,3,0,0,0,57,51,22,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
100mm滑膛砲,戰車砲c,1,2,0,0,0,56,53,21,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
100mm砲,戰車A,1,2,0,0,0,62,54,22,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
100mm砲,戰車B,1,2,0,0,0,60,55,22,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
100mm砲,戰車C,1,2,0,0,0,58,55,22,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
100mm砲,BMP3,1,2,0,0,0,42,58,0,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
85mm砲,戰車砲A,1,2,0,0,0,55,54,18,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
85mm砲,戰車砲B,1,2,0,0,0,54,56,18,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
85mm砲,戰車砲C,1,2,0,0,0,52,52,18,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0

76mm砲,戰車A,1,2,0,0,0,60,48,14,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
76mm砲,戰車B,1,2,0,0,0,55,48,14,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
76mm砲,戰車C,1,2,0,0,0,46,50,13,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
76mm砲,戰車L23,1,2,0,0,0,38,50,0,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
75mm砲,戰車CN75,1,2,0,0,0,57,50,14,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
75mm砲,戰車CN_B,1,2,0,0,0,55,50,14,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
75mm砲,戰車砲,1,2,0,0,0,52,53,12,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

73mm滑膛砲,火箭砲,1,2,0,0,0,50,36,0,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

60mmHVM,戰車砲,1,2,0,0,0,66,28,0,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

20mm機關砲,戰車A,1,2,0,0,32,30,58,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,戰車B,1,2,0,0,20,28,52,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0

120mm無後座力砲,車載,1,3,0,0,0,54,56,15,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
106mm無後座力砲,車載,1,2,0,0,0,60,58,14,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
106mm無後座力砲,車載B,1,2,0,0,0,52,58,14,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
105mm無後座力砲,車載,1,2,0,0,0,52,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
90mm無後座力砲,車載,1,2,0,0,0,54,42,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
82mm無後座力砲,車載,1,2,0,0,0,51,45,16,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
73mm無後座力砲,車載,1,2,0,0,0,50,36,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0

40mm機關砲,CTWS,1,2,0,0,12,52,65,15,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,車載,1,2,0,0,26,50,64,15,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
35mm機關砲,車載,1,2,0,0,24,48,58,14,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,車載,1,2,0,0,22,44,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,車載B,1,2,0,0,25,44,54,11,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,車載C,1,2,0,0,8,47,54,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,車載D,1,2,0,0,28,43,54,11,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,車載Mk30,1,2,0,0,22,48,62,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm機關砲,車載,1,2,0,0,22,36,54,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm機關砲,車載B,1,2,0,0,22,35,55,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm機關砲,車載C,1,2,0,0,21,32,60,6,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
23mm機關砲,車載,1,2,0,0,20,34,54,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,車載,1,2,0,0,23,26,48,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,車載B,1,2,0,0,20,27,50,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,車載C,1,2,0,0,8,31,55,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0

40mm榴彈,車載,1,2,0,0,0,47,47,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mmACSW,車載,1,2,0,0,18,22,48,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
14.5mm機關槍,車載,1,1,0,0,15,20,44,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
機關槍,車載攻,1,1,0,0,12,6,35,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
機關槍,車載防,1,1,0,0,10,6,31,0,0,0,0,0,通常,0,○,×,×,×,○,×,×,0,0

203mm砲,自走,7,4,0,0,0,36,56,22,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
203mm砲,自走B,4,4,0,0,0,36,56,22,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
203mm砲,自走C,3,4,0,0,0,36,58,22,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
175mm砲,自走,6,3,0,0,0,39,60,23,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
170mm砲,自走,6,3,0,0,0,36,55,21,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
155mm砲,FCS,6,3,0,0,0,65,68,24,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
155mm砲,自走,6,3,0,0,0,42,62,22,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
155mm砲,自走F,6,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
155mm砲,自走G,6,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
155mm砲,自走A,5,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
155mm砲,自走B,4,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
155mm砲,自走C,5,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
155mm砲,自走D,4,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
155mm砲,自走E,3,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
152mm砲,自走,4,3,0,0,0,37,56,17,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
152mm砲,自走B,5,3,0,0,0,37,56,17,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
152mm砲,自走C,4,3,0,0,0,37,56,17,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
130mm砲,自走,5,3,0,0,0,37,52,19,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
122mm砲,自走,4,3,0,0,0,35,48,16,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
122mm砲,自走B,3,3,0,0,0,35,48,16,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
105mm砲,自走,4,3,0,0,0,33,48,14,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
105mm砲,自走B,4,3,0,0,0,32,46,14,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
105mm砲,自走C,3,3,0,0,0,32,46,14,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0

155mm砲,野戰砲,5,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
155mm砲,野戰砲B,4,3,0,0,0,39,58,18,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
152mm砲,野戰砲,5,3,0,0,0,37,56,17,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
152mm砲,野戰砲B,4,3,0,0,0,37,56,17,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
152mm砲,野戰砲C,4,3,0,0,0,37,56,17,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
130mm砲,野戰砲,5,3,0,0,0,37,52,19,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
122mm砲,野戰砲,4,3,0,0,0,35,48,16,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
122mm砲,野戰砲B,3,3,0,0,0,35,48,16,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
105mm砲,野戰砲,4,3,0,0,0,32,46,14,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
105mm砲,野戰砲B,3,3,0,0,0,32,46,14,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
105mm砲,野戰砲C,3,3,0,0,0,28,45,14,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0

130mm砲,海岸砲,5,3,0,0,0,34,49,84,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
120mm砲,海岸砲,4,3,0,0,0,31,46,87,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0

120mm迫擊砲,FCS,3,3,0,0,0,65,70,25,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
120mm迫擊砲,車載,2,3,0,0,0,24,64,12,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
120mm迫擊砲,車載B,2,3,0,0,0,24,64,12,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
107mm迫擊砲,車載,2,3,0,0,0,22,60,11,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
81mm迫擊砲,車載,2,3,0,0,0,20,56,10,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
81mm迫擊砲,步兵,2,3,0,0,0,20,56,20,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
60mm迫擊砲,戰車,2,2,0,0,0,10,45,0,0,0,0,0,大砲,1,○,○,×,○,○,×,×,0,0
60mm迫擊砲,車載,2,2,0,0,0,10,45,0,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0

300mm火箭彈,BM30,6,4,0,0,0,36,80,16,0,0,0,1,飛彈,15,×,○,○,○,×,×,×,0,0
273mm火箭彈,chWM-80,6,3,0,0,0,34,76,15,0,0,0,0,飛彈,14,×,○,○,○,×,×,×,0,0
262mm火箭彈,Okan,6,4,0,0,0,34,76,14,0,0,0,0,飛彈,13,×,○,○,○,×,×,×,0,0
240mm火箭彈,DPRK,5,3,0,0,0,32,76,14,0,0,0,0,飛彈,12,×,○,○,○,×,×,×,0,0
227mm火箭彈,GMLRS,6,4,0,0,0,57,82,22,0,0,0,2,飛彈,18,×,○,○,○,×,×,×,0,0
227mm火箭彈,MLRS,5,4,0,0,0,55,78,22,0,0,0,2,飛彈,16,×,○,○,○,×,×,×,0,0
227mm火箭彈,HIMARS,5,4,0,0,0,39,78,22,0,0,0,0,飛彈,16,×,○,○,○,×,×,×,0,0
220mm火箭彈,BM22,5,3,0,0,0,32,75,13,0,0,0,0,飛彈,12,×,○,○,○,×,×,×,0,0
214mm火箭彈,濕婆之槍,5,3,0,0,0,31,74,12,0,0,0,0,飛彈,10,×,○,○,○,×,×,×,0,0
180mm火箭彈,ASTROS,5,3,0,0,0,28,66,10,0,0,0,0,飛彈,6,×,○,○,○,×,×,×,0,0
160mm火箭彈,Layo,3,3,0,0,0,29,68,5,0,0,0,0,飛彈,3,×,○,○,○,×,×,×,0,0
140mm火箭彈,特魯埃爾,4,3,0,0,0,29,70,5,0,0,0,0,飛彈,3,×,○,○,○,×,×,×,0,0
130mm火箭彈,75MRL,3,3,0,0,0,28,66,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
130mm火箭彈,ch70MRL,3,2,0,0,0,28,66,4,0,0,0,0,飛彈,1,×,○,○,○,×,×,×,0,0
130mm火箭彈,Kooryong,4,3,0,0,0,28,66,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
127mm火箭彈,女武神2,5,3,0,0,0,27,66,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
127mm火箭彈,女武神,3,3,0,0,0,27,66,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
126mm火箭彈,twKF-IV,3,2,0,0,0,27,64,4,0,0,0,0,飛彈,1,×,○,○,○,×,×,×,0,0
122mm火箭彈,BM21,3,3,0,0,0,27,65,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
122mm火箭彈,FIROS25,4,3,0,0,0,25,64,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
117mm火箭彈,twKF-VI,4,3,0,0,0,25,62,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
110mm火箭彈,deLARS,3,3,0,0,0,25,65,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
107mm火箭彈,CH63,3,2,0,0,0,20,63,0,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
105mm火箭彈,Pampero,3,2,0,0,0,22,62,0,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0
70mm火箭彈,LAU97,3,2,0,0,0,18,61,0,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0

JCM,ATM,3,5,0,0,0,80,34,52,0,0,0,0,飛彈,20,○,○,×,○,×,×,○,0,0
PAM,LRATM,5,3,0,0,0,76,0,0,0,0,0,0,飛彈,25,×,○,×,○,×,×,×,0,0
96式MAT,ATM,2,3,0,0,0,80,28,40,0,0,0,0,飛彈,18,○,○,×,○,○,×,○,0,0
KEM,ATM,1,6,0,0,0,80,4,58,0,0,0,0,飛彈,25,○,×,×,○,○,×,○,0,0

重MAT,ATM,1,3,0,0,0,75,20,38,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
中MAT,ATM,1,3,0,0,0,72,16,45,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
64式MAT,ATM,1,3,0,0,0,60,12,26,0,0,0,0,飛彈,5,○,×,×,○,○,○,○,0,0
BGM-71 TOW,ATM,1,3,0,0,0,73,20,37,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
Rb.55,TOW,1,3,0,0,0,73,20,37,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
ZT-3,TOW,1,3,0,0,0,73,20,37,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
MGM-51 棍杖,ATM,1,3,0,0,0,70,12,35,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
甩火,ATM,1,3,0,0,0,74,15,34,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
HOT,ATM,1,3,0,0,0,74,21,38,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
米蘭,ATM,1,3,0,0,0,72,15,36,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
Rbs.56 BILL,ATM,1,3,0,0,0,82,10,28,0,0,0,0,飛彈,12,○,×,×,○,○,○,○,0,0
長釘MR,ATM,1,3,0,0,0,77,18,30,0,0,0,0,飛彈,12,○,×,×,○,○,○,○,0,0

9M119 反射,AT-11,2,2,0,0,18,72,6,15,0,0,0,0,飛彈,12,○,○,×,○,×,○,○,0,0
9M112 眼鏡蛇,AT-8,2,2,0,0,10,67,5,12,0,0,0,0,飛彈,10,○,○,×,○,×,○,○,0,0
9K116 堡壘,AT-10,1,3,0,0,0,70,6,14,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
9M131 墨提斯-M,AT-13,1,3,0,0,0,74,16,45,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
9M113 競技,AT-5,1,3,0,0,0,70,14,35,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
9M111 低音管,AT-4,1,3,0,0,0,69,14,33,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
9M14M 馬榴卡,AT-3沙迦,1,3,0,0,0,62,10,25,0,0,0,0,飛彈,4,○,×,×,○,○,○,○,0,0
紅箭8,ATM,1,3,0,0,0,70,18,32,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
紅箭73,沙迦爾,1,3,0,0,0,60,10,24,0,0,0,0,飛彈,4,○,×,×,○,○,○,○,0,0

對戰車飛彈,ATM,1,3,0,0,0,73,20,47,0,0,0,0,飛彈,10,○,×,×,○,○,○,○,0,0
對戰車火箭,RPG,1,3,0,0,0,70,22,24,0,0,0,0,飛彈,2,○,×,×,○,○,○,○,0,0
對戰車火箭,RPG_B,1,3,0,0,0,74,22,28,0,0,0,0,飛彈,2,○,×,×,○,○,○,○,0,0

ADATS,SAM,2,3,0,48,68,68,0,0,0,0,16,0,飛彈,20,○,○,×,○,○,○,○,0,0

新中SAM,SAM,6,3,47,81,76,0,0,0,0,0,32,0,對空,45,×,○,×,○,×,○,×,0,0
THAAD,SAM,8,3,56,80,64,0,0,0,0,64,28,0,對空,70,×,○,×,○,×,○,×,0,0
PAC3,愛國者,3,3,32,82,70,0,0,0,0,55,24,0,對空,55,×,○,×,○,×,○,×,0,0
MIM-104,愛國者,7,3,51,79,66,0,0,0,0,30,30,0,對空,50,×,○,×,○,×,○,×,0,0
MIM-23B,I鷹式,5,3,34,70,76,0,0,0,0,0,22,0,對空,30,×,○,×,○,×,○,×,0,0
MIM-23,鷹式,4,3,18,68,74,0,0,0,0,0,14,0,對空,25,×,○,×,○,×,○,×,0,0
MIM-14,奈基,11,3,24,60,38,0,0,0,0,0,0,0,對空,50,×,○,×,○,×,○,×,0,0
AMRAAM,SAM,3,3,12,80,71,0,0,0,0,0,30,0,對空,18,×,○,×,○,×,○,×,0,0
麻雀,SAM,3,3,0,73,60,0,0,0,0,0,22,0,對空,10,×,○,×,○,×,○,×,0,0
MIM-72A,叢林,2,3,0,58,66,0,0,0,0,0,0,0,飛彈,10,○,○,×,○,○,×,○,0,0
FIM-92A 刺針,SAM,1,3,0,50,72,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0

箭式2,SAM,8,3,58,80,64,0,0,0,0,45,28,0,對空,70,×,○,×,○,×,○,×,0,0
天弓Ⅰ,SAM,8,3,50,78,64,0,0,0,0,22,30,0,對空,50,×,○,×,○,×,○,×,0,0

嗜血獵犬Mk.2,SAM,11,3,20,62,39,0,0,0,0,0,0,0,對空,50,×,○,×,○,×,○,×,0,0
蝮蛇,SAM,3,3,0,75,68,0,0,0,0,0,21,0,對空,10,×,○,×,○,×,○,×,0,0
VT-1,古鈸NG,2,3,0,75,62,0,0,0,0,0,20,0,飛彈,10,○,○,×,○,○,○,○,0,0
天馬,SAM,2,3,0,68,68,0,0,0,0,0,19,0,飛彈,9,○,○,×,○,○,○,○,0,0
R-460,沙菲妮,2,3,0,71,60,0,0,0,0,0,18,0,飛彈,9,○,○,×,○,○,○,○,0,0
R-440,古鈸,2,3,0,66,56,0,0,0,0,0,18,0,飛彈,8,○,○,×,○,○,○,○,0,0
星紋,SAM,2,3,0,75,76,0,0,0,0,0,12,0,飛彈,15,○,○,×,○,○,○,○,0,0
Rbs.70,SAM,2,3,0,75,68,0,0,0,0,0,0,0,飛彈,12,○,○,×,○,○,×,○,0,0
刺劍,SAM,2,3,0,60,64,0,0,0,0,0,18,0,飛彈,10,○,○,×,○,○,○,○,0,0
羅蘭,SAM,2,3,0,66,64,0,0,0,0,0,20,0,飛彈,10,○,○,×,○,○,○,○,0,0
天劍Ⅰ,SAM,2,3,0,58,65,0,0,0,0,0,0,0,飛彈,10,○,○,×,○,○,×,○,0,0
近SAM,SAM,1,3,0,50,76,0,0,0,0,0,0,0,飛彈,10,○,○,×,○,○,×,○,0,0
西北風,SAM,1,3,0,44,72,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0
短SAM,SAM,2,3,0,68,64,0,0,0,0,0,0,0,飛彈,10,○,○,×,○,○,×,○,0,0

40N6,SA20凱旋,10,3,72,80,70,0,0,0,0,46,38,0,飛彈,90,×,○,×,○,×,○,×,0,0
S-300PMU,SA10雷鳴,8,3,55,78,68,0,0,0,0,32,35,0,飛彈,55,×,○,×,○,×,○,×,0,0
9M8,SA4盜式,6,3,18,72,26,0,0,0,0,0,0,0,飛彈,25,×,○,×,○,×,○,×,0,0
9M317,SA17灰熊,6,3,46,80,71,0,0,0,0,0,29,0,飛彈,45,×,○,×,○,×,○,×,0,0
9M38,SA11牛虻,5,3,42,76,67,0,0,0,0,0,29,0,飛彈,30,×,○,×,○,×,○,×,0,0
3M9,SA6獲益者,5,3,28,68,54,0,0,0,0,0,16,0,飛彈,30,×,○,×,○,×,○,×,0,0
S-125,SA3藏原羚,5,3,0,66,30,0,0,0,0,0,0,0,飛彈,22,×,○,×,○,×,○,×,0,0
V-75,SA2嚮導,4,3,0,62,20,0,0,0,0,0,0,0,飛彈,20,×,○,×,○,×,○,×,0,0
9M330,SA15拳甲,3,3,0,75,70,0,0,0,0,0,24,0,飛彈,25,○,○,×,○,○,○,○,0,0
9M311,SA19三角,2,3,0,64,72,0,0,0,0,0,22,0,飛彈,12,○,○,×,○,○,○,○,0,0
9M333,SA13地鼠,2,3,0,54,70,0,0,0,0,0,0,0,飛彈,9,○,○,×,○,○,×,○,0,0
9M33M,SA8B璧虎,2,3,0,62,66,0,0,0,0,0,30,0,飛彈,18,○,○,×,○,○,○,○,0,0
9M31,SA9後腿,2,3,0,46,68,0,0,0,0,0,0,0,飛彈,7,○,○,×,○,○,×,○,0,0
9K38 伊格拉,SA18格羅,1,3,0,52,70,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0
9K310 伊格1,SA16基雷,1,3,0,44,68,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0
9K32M,SA7聖杯,1,3,0,27,60,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0
紅旗2,SA2嚮導,4,3,0,62,20,0,0,0,0,0,0,0,飛彈,20,×,○,×,○,×,○,×,0,0
紅旗61,SAM,3,3,0,66,68,0,0,0,0,0,0,0,飛彈,16,○,○,×,○,○,○,○,0,0
QW-2,SAM,2,3,0,43,65,0,0,0,0,0,0,0,飛彈,8,○,○,×,○,○,×,○,0,0
Anza Mk.2,SAM,1,3,0,28,60,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0

攜帶式SAM,SAM,1,3,0,20,38,0,0,0,0,0,0,0,飛彈,8,○,×,×,×,○,×,○,0,0

SSM-1,SSM,7,6,0,0,0,0,0,64,0,0,0,0,飛彈,50,×,○,×,○,×,○,×,0,0
RGM-84 魚叉,SSM,7,6,0,0,0,0,0,63,0,0,0,0,飛彈,50,×,○,×,○,×,○,×,0,0
S-2,SSM,4,8,0,0,0,0,0,42,0,0,0,0,飛彈,15,×,○,×,○,×,○,×,0,0
